ISBN,title,author,price,category,availability,source
1550547011,"The Boy on the Back of the Turtle: Seeking God, Quince Marmalade, and the Fabled Albatross on Darwin's Islands",Paul Quarrington,,,,csv
0345439112,All Is Vanity (Ballantine Reader's Circle),CHRISTINA SCHWARZ,,,,csv
0671042149,Hearts in Atlantis,Stephen King,,,,csv
4915645215,Japanese Made Funny,Tom Dillon,,,,csv
1568361483,Looking for the Lost: Journeys Through a Vanishing Japan (Kodansha Globe),Alan Booth,,,,csv
0671026070,Bag of Bones International,King,,,,csv
0670881791,Chocolat: A Novel,Joanne Harris,,,,csv
0440205506,A Woman of Independent Means,Elizabeth Forsythe Hailey,,,,csv
0786886994,Ice Bound : A Doctor's Incredible Battle for Survival at the  South Pole,Maryanne Vollers,,,,csv
1931847029,A Wayfarer's Guide to Bringing the Sacred Home,Joseph Sheppherd,,,,csv
1931847010,Seeking Faith: Is Religion Really What You Think It Is?,Nathan Rutstein,,,,csv
0140467513,The Africa News Cookbook: African Cooking for Western Kitchens (Penguin Handbooks),Tami Hultman,,,,csv
0671528335,AROUND THE SOUTHERN TABLE,Sarah Belk,,,,csv
0671309242,HEART SMART,Becker,,,,csv
0934081034,Showers: The Complete Guide to Hosting a Perfect Bridal or Baby Shower,Beverly Clark,,,,csv
0671881841,The Weight Watchers Complete Cookbook and Program Basics,Weight Watchers Editors,,,,csv
0914846000,Arizona Cook Book,Al. Fischer,,,,csv
0786929863,"City of the Lost (Dragonlance: The Linsha Trilogy, Vol. 1)",Mary H. Herbert,,,,csv
0786929111,"Winterheim (Dragonlance: Icewall Trilogy, Vol. 3)",Douglas Niles,,,,csv
0786929413,Dark Thane (Dragonlance: Age of Mortals),Jeff Crook,,,,csv
0786930365,"Sacred Fire (Dragonlance: Kingpriest Trilogy, Book 3)",Chris Pierson,,,,csv
0786927895,"Sister of the Sword (Barbarians, Book 3)",Paul B. Thompson,,,,csv
0786930616,The Middle of Nowhere (Dragonlance: Crossroads),Paul B. Thompson,,,,csv
0786928077,Divine Hammer (Dragonlance Novel: Kingpriest Trilogy),Chris Pierson,,,,csv
0786929472,Kendermore (Dragonlance: Preludes),Mary Kirchoff,,,,csv
0786930063,Redemption (Dragonlance: Dhamon Saga),Jean Rabe,,,,csv
0786929650,"The Warrior's Journey (Dragonlance: The Ergoth Trilogy, Book 1)",Paul B. Thompson,,,,csv
0060909994,"Fables for Our Time and Famous Poems (Harper Colophon Books, Cn/999)",James Thurber,,,,csv
0425067823,Elephants Can Remember (Hercule Poirot Mysteries (Paperback)),Agatha Christie,,,,csv
1560763396,"Steel and Stone (Dragonlance: The Meetings Sextet, Vol. 5)",Ellen Porath,,,,csv
0395240816,The Winthrop covenant,Louis Auchincloss,,,,csv
0553802186,Safe Harbor,LUANNE RICE,,,,csv
0060934808,Dreamland : A Novel,Kevin Baker,,,,csv
0345379713,Malkeh and Her Children,MARJORIE EDELSON,,,,csv
039913462X,Send Bygraves,Martha Grimes,,,,csv
0515103454,Haunted,James Herbert,,,,csv
0886772397,Hawkmistress (Darkover),Marion Zimmer Bradley,,,,csv
0688036031,The Vikings,James Graham-Campbell,,,,csv
0891041842,The Vikings and Their Origins,David M Wilson,,,,csv
0345306147,Gypsy in Amber,Martin Cruz Smith,,,,csv
0345247175,Memoirs Sherlock Holmes,Doyle Conan,,,,csv
0345253434,The Fellowship of the Ring,J. R. R. Tolkien,,,,csv
0425071294,Lazarus Effect,Frank Herbert,,,,csv
0883654326,Viking Hammer of the North,Magnus Magnusson,,,,csv
0553010603,Night to Remember,Walter Lord,,,,csv
0688049397,The Night Lives on,Walter Lord,,,,csv
0312872011,Mars Crossing,Geoffrey A. Landis,,,,csv
0804119120,A Conspiracy of Paper : A Novel (Ballantine Reader's Circle),DAVID LISS,,,,csv
0965611108,Once Around,Ward M. LeHardy,,,,csv
0380002108,King's General,Daphne Du Maurier,,,,csv
0345418824,The Harlot by the Side of the Road: Forbidden Tales of the Bible,Jonathan Kirsch,,,,csv
0312104995,Mercy of a Rude Stream Volume 1- A Star Shines Over Mt. Morris,Henry Roth,,,,csv
0553579274,A Finer End,DEBORAH CROMBIE,,,,csv
0440204275,Killing Time in St. Cloud,Judith Guest,,,,csv
0345433297,Nightshade,John Saul,,,,csv
0552998540,Lessons for a Sunday Father,Claire Calman,,,,csv
0747266301,The Eagle's Conquest,Simon Scarrow,,,,csv
1585673129,All Saints' Day,Brent Benoit,,,,csv
2264001879,La Clinique du crime,Ngaio Marsh,,,,csv
2876916959,Pourquoi les hommes mentent et les femmes pleurent,Barbara Pease,,,,csv
0060927860,"Atticus : Novel, A",Ron Hansen,,,,csv
0373261527,Abracadaver,Ralph M. McInerny,,,,csv
0671646788,The Magic of Thinking Big,David Schwartz,,,,csv
0330329758,Rupert Murdoch: Ringmaster of the Information Circus,William Shawcross,,,,csv
8423311481,Siglo XIX - 2,Maurice Crouzet,,,,csv
844065880X,La Momia,Anne Rice,,,,csv
8440656955,Beloved,Toni Morrison,,,,csv
8440682719,La Cancion de Salomon,Toni Morrison,,,,csv
1863738568,"Thick Face, Black Heart: Thriving and Succeeding in Everyday Life and Work Using the Ancient Wisdom of the East",Chin-Ning Chu,,,,csv
0140153195,Justine (Alexandria Quartet),Lawrence Durrell,,,,csv
3499226022,In einem andern Land.,Ernest Hemingway,,,,csv
3596140617,Die Geschichte meines Lebens.,Charles Chaplin,,,,csv
0307302016,Winnie the Pooh and the Honey Tree (Little Golden Books),Golden Books,,,,csv
0140363211,Herbie's Place,Rosemary Hayes,,,,csv
0689832362,Parallel Journeys,Eleanor H. Ayer,,,,csv
0340543817,The Secret Pilgrim,John le Carre,,,,csv
0590059890,"Stacey's Secret Friend (Baby-Sitters Club, 111)",Ann M. Martin,,,,csv
0721402526,Ladybird Second Picture Book,Ladybird Series,,,,csv
0575040815,The Grand Old Duke of York,Henry Sowden,,,,csv
0207186499,The Secret Beach,Jackie French,,,,csv
0590692119,"Stacey the Math Whiz (Baby-Sitters Club, 105)",Ann M. Martin,,,,csv
0001372564,Which Colour?,Sue Dreamer,,,,csv
1855911396,Going Haywire - Joshua Jones,Bob Wilson,,,,csv
0394877446,A Visit to the Sesame Street Library: Featuring Jim Henson's Sesame Street Muppets (Please Read to Me),Deborah Hautzig,,,,csv
0333517954,"Zoo Animals, Park Animals (Minimac)",Colin Hawkins,,,,csv
0373162871,Feathers In The Wind (Harlequin American Romance),Pamela Browning,,,,csv
0425151247,Virgin,Mary Elizabeth Murphy,,,,csv
0140069283,Paradise Postponed,John Mortimer,,,,csv
086819140X,Shout!: The Story of Johnny O'Keefe,Robert Caswell,,,,csv
0830816380,The Optimism Factor: Outrageous Faith Against the Odds,M. Blaine Smith,,,,csv
0732258669,Love Tangle,Helen Townsend,,,,csv
0140314601,Playing Beatie Bow (Puffin Books),Ruth Park,,,,csv
0312140533,The Tennis Party,Madeleine Wickham,,,,csv
0312968159,A Desirable Residence (Rosamunde Pilcher's Bookshelf),Madeline Wickham,,,,csv
0553099485,After Caroline,Kay Hooper,,,,csv
0394700023,The Stranger,Albert Camus,,,,csv
0764227270,Not a Sparrow Falls,Linda Nichols,,,,csv
0871136872,Feeding Frenzy: Across Europe in Search of the Perfect Meal,Stuart Stevens,,,,csv
0385322216,Davin,Dan Gordon,,,,csv
1556115164,Stiletto,Harold Robbins,,,,csv
0859051595,Yammatji: Aboriginal memories of the Gascoyne,Bryan Clark,,,,csv
0449905667,Raj: A Novel,Gita Mehta,,,,csv
0373218508,Femme Fatale (Feature Anthology),Doranna Durgin,,,,csv
0140304649,Myths of the Norsemen (Puffin Books),Roger Lancelyn Green,,,,csv
074341022X,Dark Hollow,John Connolly,,,,csv
0892818328,Enhancing Fertility Naturally: Holistic Therapies for a Successful Pregnancy,Nicky Wesson,,,,csv
0552124192,Chickenhawk,Robert Mason,,,,csv
1876248203,"The Territory party: The Northern Territory Country Liberal Party, 1974-1998",Alistair J Heatley,,,,csv
1844131599,The Last Juror,John Grisham,,,,csv
074991856X,Inside the Foreign Legion: The Sensational Story of the World's Toughest Army,John Parker,,,,csv
0140180885,Where Angels Fear to Tread,E M Forster,,,,csv
1861960042,Life of William Shakespeare,Sydney Lee,,,,csv
0582022843,"York Notes on \The Merchant of Venice\"" by William Shakespeare (York Notes)""",A.N. Jeffares,,,,csv
0192875388,Shakespeare (Past Masters),Germaine Greer,,,,csv
0749320346,The Bridges of Madison County,Robert James Waller,,,,csv
0006281443,The Puzzle of Ethics,Peter Vardy,,,,csv
0340655275,Bold Girls,Rona Munro,,,,csv
0413411109,"Educating Rita, Stags and Hens and Blood Brothers: Two Plays and a Musical (Methuen Paperback)",Willy Russell,,,,csv
0140430261,Sentimental Journey Through France and Italy (English Library),Laurence Sterne,,,,csv
0060962763,"I Never Called It Rape: The Ms. Report on Recognizing, Fighting, and Surviving Date and Acquaintance Rape",Robin Warshaw,,,,csv
1591450578,Praying Through Life's Problems (Extraordinary Women),Joni Eareckson Tada,,,,csv
0060975644,Happy All the Time: A Novel,Laurie Colwin,,,,csv
8466311025,Malas,Carmen Alborch,,,,csv
0140506829,Birthday Wishes (Picture Puffin S.),Ann Schweninger,,,,csv
0380704471,The Reckoning,David Halberstam,,,,csv
034544177X,All Souls: A Family Story from Southie (Ballantine Reader's Circle),Michael Patrick MacDonald,,,,csv
0195002628,"Sources and Documents Illustrating the American Revolution, 1764-1788 and the Formation of the Federal Constitution (Galaxy Books)",Samuel Eliot Morison,,,,csv
0590445766,Encyclopedia Brown Takes the Cake! (Encyclopedia Brown (Paperback)),Donald J. Sobol,,,,csv
0064405710,Crazy Lady! (Trophy Newbery),Jane Leslie Conly,,,,csv
038070918X,Beezus and Ramona,Beverly Cleary,,,,csv
0590440764,Noonday Friends,Mary Stolz,,,,csv
0440416426,Cheaper by the Dozen,"Frank B., Jr Gilbreth",,,,csv
0380723816,Wayside School Gets a Little Stranger (Wayside School),Louis Sachar,,,,csv
0590407325,The Trolley Car Family,Eleanor Lowe Clymer,,,,csv
0439434548,Kids Are Authors: Band of Coyotes,Scholastic,,,,csv
0831709715,Blackberry Bunny (Brambldown Tales Series),Ernest Aris,,,,csv
0590944649,Titanic Crossing,Barbara Williams,,,,csv
0671016822,ARE WE HAVING FUN YET ACTIVITIES INSPIRED BY NICKELODEON MAGAZINE (Nickelodeon),Carmen Morais,,,,csv
0440404908,Fudge-A-Mania,Judy Blume,,,,csv
0027936228,Roses Sing on New Snow: A Delicious Tale,Paul Yee,,,,csv
0679863710,Night of the Ninjas (Magic Tree House #5),Mary Pope Osborne,,,,csv
0440457556,Philip Hall Likes Me. I Reckon Maybe.,Bette Greene,,,,csv
0803725019,Dancing in the Wings,Debbie Allen,,,,csv
0805029540,That's Good! That's Bad (An Owlet Book),Margery Cuyler,,,,csv
0590422715,"Angel Child, Dragon Child (Reading Rainbow)",Michele Surat Surat,,,,csv
0590442899,Clifford Goes to Hollywood (Clifford Storybooks),Norman Bridwell,,,,csv
0316112690,D.W. Flips,Marc Brown,,,,csv
0380709554,Ribsy (Cleary Reissue),Beverly Cleary,,,,csv
0439226481,Las Aventuras Del Capitan Calzoncillos (Captain Underpants (Spanish)),Dav Pilkey,,,,csv
0440477069,SECRET GARDEN,FRANCES HODGSON BURNETT,,,,csv
0553156012,"CASTLE IN THE ATTIC, THE",ELIZABETH WINTHROP,,,,csv
0807552933,"Mountain Top Mystery (Boxcar Childrens Series, No 9)",Gertrude Chandler Warner,,,,csv
0679891099,Chomper (Dinotopia),DONALD F. GLUT,,,,csv
0439107997,The Search for the Missing Bones (Magic School Bus Chapter Book),Eva Moore,,,,csv
0590418211,Class Clown,Johanna Hurwitz,,,,csv
0380754932,The Plant That Ate Dirty Socks,Nancy McArthur,,,,csv
0590482580,The Bad Boys,Allan Baillie,,,,csv
0140364811,Sammy Carducci's Guide to Women,Ronald Kidd,,,,csv
0590402846,Christina's Ghost,Betty Ren Wright,,,,csv
0141312335,Freddy Goes to Florida,Walter R. Brooks,,,,csv
0399129499,The Dune Storybook,Joan D. Vinge,,,,csv
0590434519,Fledgling,Jane Langton,,,,csv
0345386027,Ruffian: Burning from the Start,Jane Schwartz,,,,csv
006447030X,Rifles for Watie,Harold Keith,,,,csv
0590436023,The Ghosts of Mercy Manor,Betty Ren Wright,,,,csv
0440986591,"Then Again, Maybe I Won't",Judy Blume,,,,csv
0679824081,The Humpbacked Fluteplayer,Sharman Apt Russell,,,,csv
0553573209,Firefly Beach,Luanne Rice,,,,csv
0806968842,Amazing Pranks and Blunders,Peter Eldin,,,,csv
0942025172,Haunted House Stories,John Stark,,,,csv
0373292015,MARRYING MISCHIEF (Historical),Lyn Stone,,,,csv
0373291884,"Quest (Harlequin Historical Series, No. 588)",Lyn Stone,,,,csv
0373292163,"An Honorable Thief (Harlequin Historical, No. 616)",Anne Gracie,,,,csv
0373292007,A MARRIAGE BY CHANCE (Historical),Carolyn Davidson,,,,csv
0373292171,"A Wild Justice (Harlequin Historical, No. 617)",Gail Ranstrom,,,,csv
0451526961,A Midsummer Night's Dream (Signet Classic),William Shakespeare,,,,csv
0515128821,The Breaker,Minette Walters,,,,csv
0452281482,Nighttime Parenting: How to Get Your Baby and Child to Sleep (La Leche League International Book),William Sears,,,,csv
0811200051,Nightwood,Djuna Barnes,,,,csv
039304971X,Rides of the Midway: A Novel,Lee Durkee,,,,csv
0765340747,"The Pillars of Creation (Sword of Truth, Book 7)",Terry Goodkind,,,,csv
0812555104,Yon Ill Wind : A Xanth Novel (Xanth),Piers Anthony,,,,csv
0441010202,Freedom's Ransom,Anne McCaffrey,,,,csv
0140153004,Sixty Stories,Donald Barthelme,,,,csv
0809058405,Innumeracy: Mathematical Illiteracy and Its Consequences,John Allen Paulos,,,,csv
0441009743,Coyote: A Novel of Interstellar Exploration,Allen M. Steele,,,,csv
0312301081,The House on the Point: A Tribute to Franklin W. Dixon and The Hardy Boys,Benjamin Hoff,,,,csv
038071129X,The Death of a Joyce Scholar : A Peter McGarr Mystery,Bartholomew Gill,,,,csv
0380810433,Flyboy Action Figure Comes with Gasmask,Jim Munroe,,,,csv
0345450418,Impossible Places,Alan Dean Foster,,,,csv
0380816032,The Big U,Neal Stephenson,,,,csv
0449220184,Seventh Heaven,Alice Hoffman,,,,csv
1576737535,The Truth Seeker (O'Malley #3),Dee Henderson,,,,csv
0688064922,Lucy's Child: The Discovery of a Human Ancestor,Donald Johanson,,,,csv
0156439557,Ideology and Utopia: An Introduction to the SOCIOLOGY (740) of Knowledge,Karl Mannheim,,,,csv
081291273X,Arab and Jew: Wounded Spirits in a Promised Land,David K. Shipler,,,,csv
0156005174,Gospel Of Corax,Paul Park,,,,csv
0399140433,The Judge,Steven Paul Martini,,,,csv
0452283035,Frida,Barbara Mujica,,,,csv
0312204310,The Salesman,Joseph O'Connor,,,,csv
0671493434,Playmaker,Thomas Keneally,,,,csv
0399137467,Your Blues Ain't Like Mine,Bebe Moore Campbell,,,,csv
0393312291,Henry James' Midnight Song,Carol De Chellis Hill,,,,csv
0871135302,Black Snow,Liu Heng,,,,csv
0312054513,Joey Dee Gets Wise: A Novel of Little Italy,Louisa Ermelino,,,,csv
0316107107,Bloom County: Loose Tails,Berke Breathed,,,,csv
0345394259,Hotel Paradise,Martha Grimes,,,,csv
0671738275,MALICE DOMESTIC 2 (Malice Domestic (Paperback)),Martin Greenberg,,,,csv
0553565370,Scandal in Fair Haven,Carolyn G. Hart,,,,csv
3404148215,Outback. Shane O'Connors erster Fall.,Manuela Martini,,,,csv
0441002536,Fantastic Alice,Margaret Weis,,,,csv
0070506337,The Nature of Life,John H. Postlethwait,,,,csv
039551178X,The Information Please Almanac 1990,Please Almanac Information,,,,csv
0812545583,Adiamante (Adiamante),L. E. Modesitt Jr.,,,,csv
2877142779,Short Stories (World Classic Literature Series),Anton Pavlovich Chekhov,,,,csv
0380545519,"Giving Birth to Thunder, Sleeping with His Daughter",Barry Lopez,,,,csv
0130914525,Electrical Engineering Uncovered (2nd Edition),Richard M. White,,,,csv
0440225272,Homecoming,Belva Plain,,,,csv
1592860478,The Otherside of Motherhood,Angela R. Hooks-Batchelor,,,,csv
0671612689,Weave World,Clive Barker,,,,csv
1410744310,Lost in the Rain II: Poetry and Quotes to Ponder,Glenda Schattie,,,,csv
0970290403,"Mind, Body, and Soul : A Guide to Living with Cancer",Nancy Hassett Dahm,,,,csv
0874779294,"The Courage to Laugh: Humor, Hope, and Healing in the Face of Death and Dying",Allen Klein,,,,csv
0965611833,"All Slots Made Easier (Winning Strategies for Basic Slots, Progressives &amp; Newest Versions)",Gayle Mitchell,,,,csv
1418413933,Secrets to No One,Frank Prete,,,,csv
1418420751,Gordian Weave,Frank Prete,,,,csv
1563152215,Barking Spiders and Other Such Stuff: Poetry for Children,C. J. Heck,,,,csv
1588209636,Fruit of a Poisonous Tree,Norm Harris,,,,csv
0971582203,Lift,Ellery R. Sheets,,,,csv
0380803933,The Night Visitor : A Shaman Mystery (Shaman Mysteries (Paperback)),James D. Doss,,,,csv
0971644209,The Lie That Binds: How Far Would You Go to Protect a Friend,Linda Jackson,,,,csv
0804115362,Desperate Measures,FERN MICHAELS,,,,csv
0451181859,A Rock and a Hard Place: One Boy's Triumphant Story,Anthony Godby Johnson,,,,csv
1901881105,"The Element Illustrated Encyclopedia of Mind, Body, Spirit, and Earth",Joanna Crosse,,,,csv
0451179757,Carnal Hours: A Nathan Heller Novel,Max Allan Collins,,,,csv
0451403568,Sensations,Jessica March,,,,csv
0517189542,Little Women (Children's Classics),LOUISA MAY ALCOTT,,,,csv
0385143052,Paper heroes: A review of appropriate technology,Witold Rybczynski,,,,csv
0671551817,When All You've Ever Wanted Isn't Enough,Harold S. Kushner,,,,csv
0671812890,EVERYTHG ABT ENRGY,Naura Hayden,,,,csv
0385055498,The Silent Language,Edward Twitchell Hall,,,,csv
0671570358,VERY SPECIAL AGENTS,James A. Moore,,,,csv
0804105278,Living Out Loud,Anna Quindlen,,,,csv
0380000490,Sunshine: A Novel (An Avon/Flare Book),Norma Klein,,,,csv
014014899X,What's That Pig Outdoors: A Memoir of Deafness,Henry Kisor,,,,csv
0472061097,"Mountain Wolf Woman, Sister of Crashing Thunder : The Autobiography of a Winnebago Indian (Ann Arbor Paperbacks)",Nancy Oestreich Lurie,,,,csv
0806121297,Custer Died for Your Sins: An Indian Manifesto (Civilization of the American Indian),"Vine, Jr Deloria",,,,csv
0553353284,"Super Nutrition for Women: A Food-Wise Guide for Health, Beauty, Energy, and Immunity",Ann Louise Gittleman,,,,csv
0806126760,Madonna Swan: A Lakota Woman's Story,Mark St. Pieree,,,,csv
0803258739,From the Deep Woods to Civilization: Chapters in the Autobiography of an Indian,Charles Alexander Eastman,,,,csv
0872169294,Morgans Passing,Anne Tyler,,,,csv
0553574205,77 Ways to Beat Colds and Flu: A People's Medical Society Book,Charles B. Inlander,,,,csv
0441046924,Badge and Harry Cole,Clifton Adams,,,,csv
0553205595,Tomahawk,Donald Clayt Porter,,,,csv
0883610361,A Wisconsin garden guide,Jerry Minnich,,,,csv
0140300767,Little Women (Puffin Books),Louisa M. Alcott,,,,csv
0312902026,Isak Dinesen: The Life of a Storyteller,Judith Thurman,,,,csv
0812415647,Flowers for Algernon,Daniel Keyes,,,,csv
0671657151,CLOSING OF THE AMERICAN MIND,Allan Bloom,,,,csv
0876379269,The Official 1995 Price Guide to Baseball Cards (Official Price Guide to Baseball Cards (Beckett)),James Beckett,,,,csv
0553266462,How to Raise Your Self-Esteem,Nathaniel Branden,,,,csv
0394547799,"Good Behavior: Over 1,200 Sensible Solutions to Your Child's Problems from Birth to Age Twelve",Stephen W. Garber,,,,csv
0345364643,Shopping for a Better World,Council on Economic Priorities,,,,csv
0892816287,Aromatherapy for Women: A Practical Guide to Essential Oils for Health and Beauty,Maggie Tisserand,,,,csv
0874776929,Homeopathic Medicine for Children and Infants,Dana Ullman,,,,csv
0395689880,Phantom Illness: Shattering the Myth of Hypochondria,Carla Cantor,,,,csv
0898794366,The Wordwatcher's Guide to Good Writing and Grammar,Morton S. Freeman,,,,csv
0517202093,Sleeping with a Sunflower,Value Publ Rh,,,,csv
0892561084,Power over Your Pain Without Drugs,Neal Olshan,,,,csv
0446512818,Living Health,Harvey Diamond,,,,csv
0761507930,The Stay-At-Home Mom's Guide to Making Money: How to Create the Business That's Right for You Using the Skills and Interests You Already Have,Liz Folger,,,,csv
0060808144,Emily Post on entertaining,Elizabeth L Post,,,,csv
055321358X,O Pioneers! (Bantam Classic),Willa Cather,,,,csv
0064471101,The Magician's Nephew (rack) (Narnia),C. S. Lewis,,,,csv
0385063490,Lifesaving:Rescue and Water Safety,American Red Cross,,,,csv
0451526066,The Turn of the Screw: And Other Short Novels,Henry James,,,,csv
039470293X,Canterbury Tales,Geoffrey Chaucer,,,,csv
0020518501,For Whome the Bell Tolls  (REISSUE) (A Scribner Classic),Ernest Hemingway,,,,csv
0448058081,Five Little Peppers and How They Grew,Margaret Sidney,,,,csv
0440422310,"Eight Cousins, or the Aunt Hill",Louisa May Alcott,,,,csv
006080971X,Old Yeller,Fred Gipson,,,,csv
0140350187,Little Men,Louisa May Alcott,,,,csv
0553561693,Dancing Girls: And Other Stories,Margaret Atwood,,,,csv
0816704716,The Road to Oz,L. Frank Baum,,,,csv
0345291328,Ordinary People,Guest,,,,csv
0671547224,Wired: The Short Life &amp; Fast Times of John Belushi,Bob Woodward,,,,csv
0451157397,Kate: The Life of Katharine Hepburn,Charles Higham,,,,csv
0451402502,Impulse,Catherine Coulter,,,,csv
0689703317,SNOW WHITE (Snow White 191),D. Barthelme,,,,csv
076790284X,Bella Tuscany : The Sweet Life in Italy,FRANCES MAYES,,,,csv
0380430835,Pregnancy and Childbirth Complete Guide,Tracy Hotchner,,,,csv
0134072472,"How to Get the Job You Want: A Guide to Resumes, Interviews, and Job-Hunting Strategy (Spectrum Book)",Melvin W. Donaho,,,,csv
0395500761,"Richard Brautigan's Trout Fishing in America, The Pill versus The Springhill Mine Disaster, and In Watermelon Sugar",Richard Brautigan,,,,csv
0671042440,Bridget (Women of Primrose Creek),Linda Lael Miller,,,,csv
0809461145,"The Fit Back: Prevention and Recovery (Fitness, Health and Nutrition Series)",Time Life,,,,csv
0451517148,Billy Budd,Herman Melville,,,,csv
0385319878,What Your First Grader Needs to Know: Fundamentals of a Good First Grade Education (The Core Knowledge Series),E. D. Hirsch,,,,csv
0060830557,Native Son,Richard Wright,,,,csv
0395681022,Best American Short Stories 1994 (Best American Short Stories (Paperback)),Tobias Wolff,,,,csv
0465032028,"The Illness Narratives: Suffering, Healing, and the Human Condition",Arthur Kleinman,,,,csv
088266249X,Growing and Using Herbs Successfully (Garden Way Book),Betty E.M. Jacobs,,,,csv
0874775442,The Compass in Your Nose: And Other Astonishing Facts About Humans,Marc McCutcheon,,,,csv
0394527895,The Alternative Health Guide,Brian Inglis,,,,csv
0964242621,Hollywood on Lake Michigan: 100 Years of Chicago &amp; the Movies (Illinois),Arnie Bernstein,,,,csv
0446894419,A Very Easy Death,Simone De Beauvoir,,,,csv
0679730249,Diary of a Mad Old Man (Vintage International),JUNICHIRO TANIZAKI,,,,csv
0553584014,The Secret Hour,LUANNE RICE,,,,csv
0312872186,Saturn,Ben Bova,,,,csv
0393058506,The Great Unraveling: Losing Our Way in the New Century,Paul Krugman,,,,csv
0688132200,Theodore Roosevelt,Nathan Miller,,,,csv
0375503722,No Certain Rest : A Novel,Jim Lehrer,,,,csv
0201360802,The Meaning of It All: Thoughts of a Citizen Scientist (Helix Books),Richard P. Feynman,,,,csv
0553057081,The Life and Death of Andy Warhol,Victor Bockris,,,,csv
0312306180,Jenny and the Jaws of Life: Short Stories,Jincy Willett,,,,csv
1563899809,"Unmanned (Y: The Last Man, Book 1)",Brian K. Vaughan,,,,csv
1884910033,Fiction Writer's Workshop,Josip Novakovich,,,,csv
080503773X,The Elements of Expression: Putting Thoughts into Words,Arthur Plotnik,,,,csv
1563893339,Death : The Time of Your Life (Death),Neil Gaiman,,,,csv
1563891336,Death: The High Cost of Living,Neil Gaiman,,,,csv
1889195499,SignLanguage,Viggo Mortenson,,,,csv
0440227127,"Romeo &amp; Juliet : The Contemporary Film, The Classic Play",WILLIAM SHAKESPEARE,,,,csv
0140440011,The Odyssey (Classics S.),Homer,,,,csv
0140171002,Wuthering Heights,Emily Bronte,,,,csv
0898795249,"Cause of Death : A Writer's Guide to Death, Murder and Forensic Medicine (Howdunit Series)",Keith D. Wilson,,,,csv
0749336137,What's Eating Gilbert Grape,Peter Hedges,,,,csv
0671020668,The OBJECT OF MY AFFECTION MOVIE TIE IN,Stephen McCauley,,,,csv
0898796490,Modus Operandi: A Writer's Guide to How Criminals Work (Howdunit),Mauro V. Corvasce,,,,csv
0806511915,The Concise Lexicon of the Occult,Gerina Dunwich,,,,csv
1555210104,"Why Do We Say It: The Stories Behind the Words, Expressions and Cliches We Use",Castle,,,,csv
0446364797,The Silken Web,Sandra Brown,,,,csv
0515126500,Do No Harm,Don Donaldson,,,,csv
068801111X,How Do They Do That?,Caroline Sutton,,,,csv
0517566540,Curious Customs: The Stories Behind 296 Popular American Rituals (Stonesong Press Books),Tad Tuleja,,,,csv
0679463291,Bargains in the Real World: Thirteen Stories,Elizabeth Cox,,,,csv
0140585354,Burns: Poems (The Penguin Poet Library),Robert Burns,,,,csv
0553211064,Tale of Two Cities,Charles Dickens,,,,csv
0802130763,Happy Days: A Play in Two Acts,Samuel Beckett,,,,csv
0140049983,The Pastures of Heaven,John Steinbeck,,,,csv
1555216412,Memories of Childhood (Everyday Collectibles),Dorothea Hall,,,,csv
006440188X,The Secret Garden,Frances Hodgson Burnett,,,,csv
0140366849,Black Beauty (Puffin Classics),Anna Sewell,,,,csv
078601556X,Crimson Shadows,Trisha Baker,,,,csv
0446610739,Futureland,Walter Mosley,,,,csv
0671724541,WRATH OF GOD,Jack Higgins,,,,csv
0061097497,Other Worlds,Barbara Michaels,,,,csv
037370934X,"His Daddy'S Eyes (A Little Secret) (Superromance, 934)",Debra Salonen,,,,csv
0061040282,Medicine Woman,Lynn V. Andrews,,,,csv
0671762680,Dreams : Hidden Meanings and Secrets,Orion,,,,csv
006100278X,Ordeal by Innocence,Agatha Christie,,,,csv
1567614957,The Complete Idiot's Guide to Windows 95/Book and Cd,Paul McFedries,,,,csv
155615822X,Field Guide to the Internet (Feild Guide),Stephen L. Nelson,,,,csv
0060099453,"Merry Christmas, Amelia Bedelia (I Can Read Book 2)",Peggy Parish,,,,csv
069401236X,A Little Princess (Book and Charm),Frances Hodgson Burnett,,,,csv
0375804013,The Monster at the End of This Book (Jellybean Books(Tm).),Jon Stone,,,,csv
0141302712,The Umbrella Man and Other Stories (Short Story Collection),Roald Dahl,,,,csv
0352333405,Stand and Deliver (Black Lace),Helena Ravenscroft,,,,csv
0812555198,Earthquake Weather (Tor Fantasy),Tim Powers,,,,csv
1582432139,This Place on Third Avenue: The New York Stories of John McNulty,John McNulty,,,,csv
0156332256,Four Quartets (Harvest Book),T. S. Eliot,,,,csv
0812551796,Rivers of the Black Moon,Andrew Goliszek,,,,csv
0451522540,41 Stories by O. Henry (Signet Classics (Paperback)),O. Henry,,,,csv
0451409183,Chains of Command,William J. Caunitz,,,,csv
0940595052,Nightwing (Rediscovery Books),Martin Cruz Smith,,,,csv
3423780940,Little Jean. Ein Leben wie ein Roman.,Jean Little,,,,csv
3150000750,Egmont,Goethe,,,,csv
0671003178,STAR TREK FEDERATION PASSPORT: A MINI TRAVEL GUIDE &amp; STAR TREK PASSPORT,J.M. Dillard,,,,csv
0553104225,Deep,Peter Benchley,,,,csv
0451117298,Cujo,Stephen King,,,,csv
0446860360,Summer House: Making O,X,,,,csv
0192838121,Waves,Virginia Woolf,,,,csv
